UNIPROT_ID,GENE.NAME,GENE.ID,FASTA,ID,E07,E08,E09,E10,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20
P25311,Zinc-alpha-2-glycoprotein,AZGP1,ZA2G_HUMAN Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2,P25311|Zinc-alpha-2-glycoprotein|AZGP1_sp|P25311|ZA2G_HUMAN Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2,0.504192872,0.691230695,0.96301547,-0.210249549,-0.042135717,0.545659756,-3.92542597,-0.096115275,-0.953015893,0.334141351,-1.915541229,-0.506927823,-0.611478052,-3.586153661,-5.184311959,-1.567584861,-2.461153973,-1.700217303,-1.090334548,-0.55868379,-1.026737697,-4.443893471,-0.914904148,-2.122299879,-1.333604743,-1.813964985,-1.65985468,-0.689013513,-1.575903587,-2.922886027,1.713010481,-1.696735512,-0.952188553,-1.938237392,-1.049552432,-2.505535953,-0.284893546,-2.217876205,0.856384483,-1.475145247,-0.047361659,0.247798052,0.78674264,0.082414384,0.129309068,-0.748912484,0.037653424,-2.222046863,-0.663893566,-1.349547107,0.468550846,-0.649835101,0.082747117,-1.049830176,-2.638100609,-1.436639669,0.620925772,-1.336904644,1.226923473,-2.434943201,-0.787585443,0.478218359,0.80791971,0.976145664,-2.061405702,-3.738709236,-2.151281974,-0.649025283,-0.619166307,-1.16272498,-1.033892381,-1.550933697,0.917168049,-0.439601779,-3.707762651,-4.24286579,-0.7931184,-1.528769527,0.188477701,-2.368200381,-1.269783928,-3.785346821,0.122801438,-2.784463903,-3.859054462,-4.040802108,-3.683503585,-1.060872548,-2.365736537,-3.468256184,-5.44784325,-1.774978398,-1.236154268,-0.23743873
P02751,Fibronectin,FN1,FINC_HUMAN Fibronectin OS=Homo sapiens OX=9606 GN=FN1 PE=1 SV=4,P02751|Fibronectin|FN1_sp|P02751|FINC_HUMAN Fibronectin OS=Homo sapiens OX=9606 GN=FN1 PE=1 SV=4,5.420730505,2.392811181,3.710184331,4.00607716,4.923694936,3.521891807,3.917099318,5.183742461,3.955812905,4.166895799,4.820386655,3.358675498,4.756026551,4.630143972,5.695465729,4.781656941,5.213150681,3.789036752,4.677647282,5.303855927,4.893193574,3.553950268,4.329158766,4.107089563,4.503333445,4.693585824,4.514438071,4.531381283,4.062590777,4.126810083,5.026906939,4.372322416,3.46268174,5.235342662,2.684733351,4.495137656,4.922970488,3.48246593,4.66183371,4.293865765,3.636741884,2.986124261,4.620373799,4.786364216,3.782905301,4.158151211,4.782421161,3.767401806,3.337191981,2.885226031,4.331760124,4.44787866,5.289441156,3.957033528,4.126421022,3.073582533,5.040017864,5.219683148,5.671279854,5.245743942,5.274679894,4.451813842,1.054673827,4.828046712,2.571929045,7.434028611,5.881642134,4.513905003,3.733348854,4.792034529,4.864671794,5.421080405,3.672624205,3.330263145,4.328400995,4.11877717,4.385602344,4.012248673,5.090347778,4.548448758,3.608474439,3.301756888,4.942090908,4.529539149,4.299300674,3.642853495,4.184526642,3.891771076,4.573481009,3.559913673,2.948527136,4.783588237,4.605825358,4.700272638
P02679,Fibrinogen gamma chain,FGG,FIBG_HUMAN Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=3,P02679|Fibrinogen gamma chain|FGG_sp|P02679|FIBG_HUMAN Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=3,8.475829274,7.127173951,7.959853142,6.678892982,8.271750202,6.835620546,6.838582934,7.816427315,7.161889036,7.729901954,9.367265622,6.817429929,8.030734154,7.636360115,9.050133434,6.929056056,7.352168133,6.806463594,6.290564313,7.802073444,7.743588603,6.503933472,7.666889547,8.017752784,7.340077094,8.201333443,7.336091575,7.008432835,7.020221108,8.500837959,8.285459928,7.612522528,7.313248729,7.965709557,7.75254507,8.257519509,7.925735324,7.401756468,8.40034087,7.218965575,8.12875203,7.636776112,8.392304071,8.116798082,7.097733946,8.158448677,8.981429756,8.408502283,7.468984785,6.982797814,8.363821801,7.324348234,8.475627837,6.550671798,9.456860616,7.295336057,9.006086492,7.46575638,8.478419731,6.9877965,9.015631256,7.567614208,5.903024048,6.995495546,7.125477455,8.364890639,8.864970902,8.266583462,7.091791851,7.641660425,8.529695134,10.93714905,6.807115109,6.968437111,6.547138141,5.969277188,6.477678626,7.878231325,7.104699459,7.297451017,6.108899851,5.873949741,6.826693958,6.410189966,5.809540241,5.616141057,6.343028495,6.617209112,6.097525127,5.753127755,5.395560978,6.044658203,5.928629255,6.578431995
P02675,Fibrinogen beta chain,FGB,FIBB_HUMAN Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=2,P02675|Fibrinogen beta chain|FGB_sp|P02675|FIBB_HUMAN Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=2,8.790882448,7.080408673,8.234202416,6.605833148,8.355600323,7.132226243,7.094791203,8.307318294,7.873598504,7.92754039,9.277380119,7.041060396,8.135755745,8.081657131,9.27559869,7.153052465,7.773427353,6.887977829,6.410883211,7.825964773,7.84214687,6.723823206,7.856955199,8.248807106,7.792751914,8.515148892,7.597051652,7.323735497,7.108253297,8.149970834,8.36346244,7.443133976,7.630137558,8.261340399,7.908114501,8.06657112,8.129372556,7.17409532,8.377718615,7.225776985,8.120677544,8.012157975,8.705050123,8.455091079,7.40941661,8.300823377,9.104725711,8.428792116,7.633295815,6.883527266,8.332548057,7.298043082,8.742171985,6.849499038,9.573270109,7.219482134,9.031849588,7.821599117,8.761408167,7.296276337,8.780541908,7.878439315,6.055702354,7.629329556,7.479680877,8.237365736,8.918410161,8.643268087,7.214690085,7.687315253,8.391916572,11.20690932,6.759256483,7.135468872,6.753029361,6.330207142,6.687552376,7.682621209,7.224640184,7.507853441,6.059969171,6.159068414,7.031227632,6.72236848,6.317429979,5.678852107,6.614012185,6.787426458,6.510684733,6.2321513,5.707477492,6.291014057,6.412569288,6.801213966
P02671,Fibrinogen alpha chain,FGA,FIBA_HUMAN Fibrinogen alpha chain OS=Homo sapiens OX=9606 GN=FGA PE=1 SV=2,P02671|Fibrinogen alpha chain|FGA_sp|P02671|FIBA_HUMAN Fibrinogen alpha chain OS=Homo sapiens OX=9606 GN=FGA PE=1 SV=2,8.388995715,6.64994887,6.878997282,6.072965412,7.851856793,6.399145543,6.476086276,7.652755449,7.529341035,7.447421627,8.691701245,6.064627148,7.794270742,7.249319155,8.684483962,6.371593193,7.003181924,6.1284778,5.532193624,7.190345489,7.14300038,5.999987247,7.058083929,6.878304191,6.979429699,7.689761957,6.703076945,6.493841811,6.246810228,7.930152222,7.859642189,6.786027354,6.887083997,7.040337857,6.957661752,7.15162047,7.870507407,6.716476668,7.61579329,6.53340504,7.587173559,7.228420405,8.079770511,7.659678421,7.081072802,7.47808741,8.380020902,7.92172511,6.897553974,6.186382924,7.778260223,6.726255799,7.751519036,6.030157343,8.857508755,6.61334582,8.486994345,6.945337729,8.213127446,6.604243813,8.188164755,7.187486119,5.855269459,6.666335882,6.721359239,7.808656759,8.460690726,7.789221598,6.602445898,6.95048757,7.768191124,10.56200428,5.975267209,6.589238186,6.169551191,5.516667922,6.013932091,7.173793125,6.504629387,6.768485857,5.1313429,5.533873334,6.438609314,6.005005286,5.265657096,4.918612817,5.902536566,6.454749716,5.62125625,5.518464276,5.006159853,5.827299119,6.054245256,6.236076322
P02792,Ferritin light chain,FTL,FRIL_HUMAN Ferritin light chain OS=Homo sapiens OX=9606 GN=FTL PE=1 SV=2,P02792|Ferritin light chain|FTL_sp|P02792|FRIL_HUMAN Ferritin light chain OS=Homo sapiens OX=9606 GN=FTL PE=1 SV=2,-0.073691951,-2.859215051,2.466190251,0.379627691,-1.569105792,-3.79781719,-5.158898789,-1.579562107,-3.413100758,-3.732076627,-2.546597716,-6.754452425,-0.270477822,-5.504849385,-2.163400729,-6.220092872,-0.976391227,-5.36593718,-2.462616211,-0.411382377,-4.814574132,-0.76651042,-0.526724692,-1.960117311,-4.025246346,3.926258654,-1.977977863,-1.053483821,-0.247180045,-0.134647855,0.566477809,-1.011435499,2.107495304,-1.715461255,-5.017668219,-0.881684878,-1.324750869,-2.399639539,0.080316436,-3.348291204,2.553833676,-0.245807616,3.156290977,-2.887802635,-0.12947002,0.908177636,-1.819571825,0.283038399,-2.528533566,-0.218284724,-2.627128393,2.231194953,1.261235777,-0.241175433,3.720444516,-0.304551836,0.464134729,-0.689940507,-3.645104987,0.439868333,-1.134127663,-1.13418322,-4.526701365,0.410967217,1.935215977,1.249479919,-1.099860974,-0.404097909,1.664646274,-3.308473668,-2.779039051,0.36893745,-0.038215487,-1.801019569,-1.998959181,-5.954738607,-2.846074113,-0.339547771,-0.611708463,-2.099520073,-3.343179585,-3.074966489,-2.53646249,-5.946393168,-6.93077715,-2.016449894,-3.654993109,-3.858872985,-3.050215179,-5.817347992,-2.849132213,-6.782673026,1.064682299,-0.230414573
Q86UX7,Fermitin family homolog 3,FERMT3,URP2_HUMAN Fermitin family homolog 3 OS=Homo sapiens OX=9606 GN=FERMT3 PE=1 SV=1,Q86UX7|Fermitin family homolog 3|FERMT3_sp|Q86UX7|URP2_HUMAN Fermitin family homolog 3 OS=Homo sapiens OX=9606 GN=FERMT3 PE=1 SV=1,1.109127019,-2.834103604,-5.402803052,-6.074038698,-3.995788188,-3.845367096,-1.673997438,-3.596266843,0.477912422,-2.271328296,-4.951530907,-3.827467042,-6.076189019,-2.805501837,-5.082435489,-1.204282678,-2.348626433,-3.131634372,-3.840627734,1.704966952,-2.938037412,-7.953229004,-3.011601509,-4.419429448,-7.840693982,-6.98536986,1.653986431,0.123381098,-2.46948369,-0.506991929,-5.611544009,-1.526779741,-5.099288794,-2.0392484,-3.659373153,-3.241290482,-4.059455761,-0.855190055,-3.15233313,-6.877903002,-3.24740414,-5.200194765,-3.72167999,-5.455241092,-3.053468055,-3.702914059,-3.006343851,-2.848658482,-7.519560319,-7.441464905,-2.489292457,-4.414302887,-1.838939048,-5.337720356,-4.694384619,-6.170816368,-1.292765186,-4.776526767,0.54576911,-2.069518644,-4.878856713,-2.197871427,-5.252168161,-2.937524483,-5.478065384,-3.491178703,-4.080809421,-5.018912955,-1.480758218,-2.630474881,-0.688420704,-1.918752939,-5.24772753,-2.678662085,-6.934822998,-4.348739713,-2.722769858,-1.453687668,-5.440151095,-1.898411295,-3.69600799,-4.931422048,-2.934556652,-5.218368285,-4.156771093,-5.296077306,-6.188074635,-2.58350486,-4.55000644,-3.536270404,-5.923122601,-5.731524157,-6.766089482,-3.370294819
Q16610,Extracellular matrix protein 1,ECM1,ECM1_HUMAN Extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=ECM1 PE=1 SV=2,Q16610|Extracellular matrix protein 1|ECM1_sp|Q16610|ECM1_HUMAN Extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=ECM1 PE=1 SV=2,-2.338214004,-5.06900762,-5.08622635,-3.731508529,-3.238763306,-2.853278558,-3.629637447,-2.897319837,-4.142382242,-2.496763633,-1.027827542,-3.875904011,-2.002603514,-4.052084406,-1.787574172,-2.673021665,-1.882307188,-3.721625476,-2.724453856,-3.046650394,-2.316772538,-4.142876697,-3.183500053,-4.300556474,-2.195558721,-2.45663558,-2.895067173,-2.400696964,-3.258151126,-2.988266575,-2.442647341,-2.847846562,-4.915083988,-2.709418701,-4.247352734,-3.377522106,-2.088497514,-2.972829001,-2.40482394,-2.365861128,-5.368051495,-5.320986704,-2.837994597,-2.519418591,-4.5018491,-3.768467306,-1.897057227,-3.571707995,-4.273444406,-5.477701536,-1.70059629,-3.367498594,-2.392212309,-3.441420084,-2.034065573,-6.594610486,-1.844580544,-0.991069933,-2.41010117,-2.39818719,-0.790458456,-2.907409347,-3.99097796,-2.312445012,-5.029939814,-0.062640197,-1.381138111,-3.275182073,-2.415767423,-2.689893368,-2.468858341,-3.930968991,-2.451972463,-3.847642914,-2.303504958,-3.334295632,-2.289150351,-3.466314842,-2.075987723,-3.044063815,-3.864853452,-3.873511233,-1.377149169,-3.524346764,-3.799961535,-2.863594504,-3.066087773,-3.736926933,-3.839890549,-4.2569294,-4.718635633,-3.004224081,-2.585394282,-4.237689678
P27105,Erythrocyte band 7 integral membrane protein,STOM,STOM_HUMAN Erythrocyte band 7 integral membrane protein OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3,P27105|Erythrocyte band 7 integral membrane protein|STOM_sp|P27105|STOM_HUMAN Erythrocyte band 7 integral membrane protein OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3,-1.096425832,-1.083804875,-1.194398108,-2.232124859,0.137003839,-4.850612169,-3.786922051,-1.43373811,-1.278135081,-0.359543045,-6.716373282,-6.534154188,-2.605238029,-5.504849385,-7.494871239,-5.000549437,-2.95858736,-3.827062953,-5.016742031,-5.304089926,-4.996975978,-6.126123463,-1.473570398,-1.027589562,-4.474283641,-4.628173579,-5.748797805,-4.940024368,-4.563718856,-4.067103287,-2.610444006,-5.340614779,-5.420193911,-1.325034797,-0.812197174,-5.077939146,-0.81917623,-3.713156542,-0.354461474,-2.45759024,-1.666951807,-2.612590824,-3.859767688,-2.522503515,-0.047688958,-1.010623209,-1.146550085,-0.148773501,-2.512898774,-2.268688963,-2.876689873,-0.806836508,0.192400659,-1.41568525,-0.637411301,-1.698407249,0.157877454,-2.434731083,0.16133657,-3.339318233,-1.840907543,1.687002847,-1.697083626,2.084112754,-2.118763871,-0.60594104,0.696786972,-0.051240864,-2.220632391,-1.654044403,-1.507437041,0.736978826,-1.733232383,-0.896509798,-5.422848878,-6.547965488,-6.263963469,-2.653100089,-1.532990725,-4.08217723,-4.531244345,-5.058621233,-0.992131991,-2.678821101,-3.835706964,-4.308775487,-5.361492723,-2.842556793,-4.786139469,-7.871291827,-5.981450667,-6.035908001,-3.986784164,-3.991308166
Q12805,EGF-containing fibulin-like extracellular matrix protein 1,EFEMP1,FBLN3_HUMAN EGF-containing fibulin-like extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=EFEMP1 PE=1 SV=2,Q12805|EGF-containing fibulin-like extracellular matrix protein 1|EFEMP1_sp|Q12805|FBLN3_HUMAN EGF-containing fibulin-like extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=EFEMP1 PE=1 SV=2,-2.83951288,-5.06900762,-5.806639713,-4.727301865,-6.815687398,-6.936263579,-6.100080756,-5.934734769,-7.848422159,-5.579617726,-3.179903072,-6.889226754,-6.119307047,-6.242007023,-4.11404122,-8.49424773,-6.805459417,-7.148464997,-5.825904824,-6.146228719,-10.05783067,-5.214491475,-6.238766762,-6.031099627,-7.840693982,-5.706809794,-9.186905672,-7.461652299,-6.303034248,-6.108847074,-5.66474221,-7.080159674,-7.273010534,-8.153744258,-5.316491971,-6.344417092,-6.21733663,-7.027112767,-7.072910685,-6.941451052,-4.925187671,-6.844302876,-6.38009396,-7.681625689,-5.904567825,-5.232802916,-5.545375889,-6.215997037,-6.246372901,-7.180913003,-8.176421741,-4.569988945,-5.938152425,-7.098037707,-1.679800677,-6.594610486,-4.089630819,-7.314148044,-5.82676523,-6.516058362,-0.790458456,-6.55558785,-5.442501905,-8.349147793,-6.047666914,-4.353399382,-4.778597866,-5.469076241,-4.658156753,-6.50946555,-6.342807874,-4.883396006,-2.43298655,-8.142640668,-6.941600146,-8.130839459,-7.75735764,-5.714654101,-6.195971152,-6.358624787,-5.959768738,-6.783141025,-6.676441927,-7.788337324,-5.743864022,-5.354877765,-6.434834022,-8.297724886,-7.026093422,-5.764360504,-6.07474972,-10.61819304,-5.77607453,-6.530995997
P81605,Dermcidin,DCD,DCD_HUMAN Dermcidin OS=Homo sapiens OX=9606 GN=DCD PE=1 SV=2,P81605|Dermcidin|DCD_sp|P81605|DCD_HUMAN Dermcidin OS=Homo sapiens OX=9606 GN=DCD PE=1 SV=2,-0.310957103,2.468815658,-0.905042103,2.891128358,-2.708820974,-2.725273542,-1.787903488,-1.48550004,-0.581770563,-1.14800083,-2.76097361,-1.608654934,-1.826996037,-2.31764653,-3.474283654,-3.19433143,-3.94674042,-2.294570471,-1.70906454,-1.314721308,-4.42795818,-2.354590601,-0.089551879,-1.067600625,-3.075018106,-3.273372185,-5.748797805,-2.358089949,-4.372763315,-1.353924915,-6.09177561,-4.045496552,-5.362948112,-0.673004956,-1.400685771,-2.368253984,-0.981041281,-2.798554447,-1.226859763,-0.712222524,-1.705555592,-1.376661741,-2.879483367,-1.066163431,1.112202626,-0.635114074,-1.826537596,-0.867793524,-4.083432003,-4.282059727,-0.421543431,0.980341158,0.429372393,-4.27861579,-5.076427722,-2.610898141,-2.11572119,-2.575393932,0,-3.730381613,-1.130047913,-0.140120405,-1.325599837,0.265817362,-1.043708259,-1.618753851,-1.172094463,-0.139934302,-1.133233575,-1.179060673,-1.623338221,-0.687846708,2.853684019,-0.352819708,-1.002549173,-3.37761156,-2.722769858,-3.237684743,-1.576015073,-1.103339425,-4.413097996,-2.893443564,-0.023783172,0.73588192,0.03503487,-1.427973955,-0.628926701,1.754048515,-0.858162272,-1.483605616,-3.13258839,-0.906372866,-1.604534604,-2.541364312
P02741,C-reactive protein,CRP,CRP_HUMAN C-reactive protein OS=Homo sapiens OX=9606 GN=CRP PE=1 SV=1,P02741|C-reactive protein|CRP_sp|P02741|CRP_HUMAN C-reactive protein OS=Homo sapiens OX=9606 GN=CRP PE=1 SV=1,2.640162089,3.936279585,5.093156394,0.317817665,3.155452651,3.668282263,-0.046273568,2.87536717,2.261126699,1.041104446,5.42244823,-2.210188468,3.798662458,1.649326334,4.521489419,-0.090313137,-1.875065247,-2.259142648,-1.51231732,-0.742083026,4.130798026,3.328743746,3.844933416,2.091977866,3.101191049,4.32596337,-1.192685437,0.357562009,0.121773342,4.252042197,4.448557856,-0.507139847,4.608515066,-0.058939843,4.813422059,0.202202372,1.689746753,1.634107336,0.076843165,-1.855057549,4.030875552,4.010485626,5.518051608,-0.296726843,2.33279461,4.583042678,5.223962609,4.251061531,4.608031304,2.231715646,1.528004889,0.683926551,2.087276091,-1.265306222,5.46904886,3.330642868,4.946911168,-1.790408248,2.304089402,-0.330316937,3.084802995,0.216293735,0.42899665,-1.33094194,4.50944784,0.513046194,2.913322915,5.683248641,1.968685146,-0.174389233,-0.825093587,5.570109527,2.13312682,0.771581734,-1.890574385,-1.793678698,-4.760144878,5.073960216,-2.76411858,-3.539197033,-3.864853452,-3.157195907,-0.023783172,-0.191880361,-2.617193984,-5.354877765,-4.305547943,2.799264279,-4.588007432,-0.666484657,-4.307087805,-0.74733231,-3.729973521,-4.026128768
P08185,Corticosteroid-binding globulin,SERPINA6,CBG_HUMAN Corticosteroid-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA6 PE=1 SV=1,P08185|Corticosteroid-binding globulin|SERPINA6_sp|P08185|CBG_HUMAN Corticosteroid-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA6 PE=1 SV=1,-0.621262832,-3.852342192,-1.919628262,-4.484045356,-2.172494758,-0.803963948,-3.380299166,-0.251293765,-0.417825177,-1.302218036,-2.506910829,-1.223798766,-2.122981781,-1.687347591,-5.489750162,-2.990327624,-1.790028933,-2.682569071,-5.14630219,-3.123667999,-1.632922569,-3.564713757,-2.706172243,-2.780018981,-1.129785288,-3.273372185,-2.059564822,-1.9030159,-1.902217147,-4.078184283,0.099246667,-3.012607031,-1.298427055,-3.105216241,-2.796006721,-3.453254411,0.334401358,-2.853836592,-0.204547335,-2.118188476,-5.944178976,-1.823066018,0,-2.066320996,-3.210243883,-2.715798734,-1.512421743,-2.317700129,-2.532630839,-2.746284776,-1.722030288,-2.157610565,-0.951320275,-2.796140508,-5.369560939,-5.189812757,-0.779813801,-2.515101634,0.047055925,-2.972816378,-2.841544536,-0.93448553,-0.446069112,0.730260853,-4.027462397,-4.842512455,-3.271568853,-1.487246324,-4.580538313,-2.418081056,-3.221637411,-1.611967194,-4.507915179,-0.206762962,-1.702018392,-2.746801293,-0.832764566,-3.744072184,-0.200848409,-0.845393647,-3.83932483,-4.302026833,-0.229990735,-1.900420996,-4.501989325,-2.282935482,-2.015622706,-1.966917241,-3.067506113,-3.536270404,-4.664992762,-1.084435746,-1.821954536,-1.846698685
P05156,Complement factor I,CFI,CFAI_HUMAN Complement factor I OS=Homo sapiens OX=9606 GN=CFI PE=1 SV=2,P05156|Complement factor I|CFI_sp|P05156|CFAI_HUMAN Complement factor I OS=Homo sapiens OX=9606 GN=CFI PE=1 SV=2,1.123329974,-1.442990968,-0.250231468,-1.078011903,0.341668422,-1.330536273,-1.613917945,1.442127977,0.571431218,-0.022187139,0.859785823,-0.482813448,-0.054535134,1.995573059,0.073036097,-1.292624806,-0.327933007,-1.072370334,-1.718127545,0.05876484,-0.451687703,-0.961475489,-0.624630102,-0.104072726,-0.013681784,-0.32795022,0.332345658,-1.405419722,0.401200633,-0.058377351,0.663609804,0,-0.253606733,-0.052288183,-0.95964546,-0.159726584,0.426387348,-0.330199014,0.873275778,-0.441966793,-0.780670578,0.162275915,1.16131411,0.861324301,-0.811580082,0.978125822,2.236219751,-0.99259998,4.31E-05,-1.173003243,0.722619395,-0.002490985,0.250513297,-1.607640703,0.015207452,-0.41722968,2.19836552,1.145233216,1.523791611,-0.756119528,0.430121516,0.240082923,-1.007716095,-0.913533536,-0.485469697,-1.403425871,0.516937524,0.949643411,-3.96525988,-0.597940568,0.070555686,0.546496107,-1.102421172,-0.305093228,-1.222104119,-2.400028514,-1.399855261,-0.171668294,0.40421072,-0.22388565,-2.363597506,-2.787444838,-0.903901254,-0.686870046,-1.919965997,-2.617061721,-1.452159469,-1.441380825,-0.408301729,-2.708181436,-3.694197903,-1.657898805,-1.171576627,-1.239539842
P08603,Complement factor H,CFH,CFAH_HUMAN Complement factor H OS=Homo sapiens OX=9606 GN=CFH PE=1 SV=4,P08603|Complement factor H|CFH_sp|P08603|CFAH_HUMAN Complement factor H OS=Homo sapiens OX=9606 GN=CFH PE=1 SV=4,3.618252549,3.047484752,3.065987497,1.818455304,3.256147742,2.445373979,2.389955386,3.641903615,3.027712,3.600116243,3.531704636,2.295157065,3.354401825,3.437758366,3.441130671,2.105033043,3.032065079,2.108565289,2.199876123,3.097086982,2.585945933,1.859612331,2.555645496,3.112006688,2.685479889,2.840540501,2.551450977,2.605023529,2.354393011,2.535254171,1.987798971,2.885200702,2.366147945,3.173182115,1.639749963,2.104715488,3.383921494,2.459757243,3.660009733,2.701602203,2.719639458,2.287723061,3.677311724,2.905205518,1.817506354,2.704463346,4.105403082,2.453536645,2.310673477,1.593324981,4.628591258,2.712071087,3.638383921,1.424211089,3.873255308,1.647387066,4.098181754,3.074768227,4.08333226,1.98579004,3.35275918,3.29044397,1.322522478,3.085315859,2.413408651,1.597415889,3.064946901,2.894197589,1.968424109,2.406768052,2.612921905,3.261254379,2.521094041,2.337918269,1.741659344,1.445585261,2.256701376,2.534278495,2.876114566,2.508052627,1.177303671,1.529736045,2.256822875,2.061410861,1.475052643,1.329312855,2.162544149,2.314724211,2.131332953,1.174600073,0.703671239,1.840541349,1.650089895,2.101366161
P00751,Complement factor B,CFB,CFAB_HUMAN Complement factor B OS=Homo sapiens OX=9606 GN=CFB PE=1 SV=2,P00751|Complement factor B|CFB_sp|P00751|CFAB_HUMAN Complement factor B OS=Homo sapiens OX=9606 GN=CFB PE=1 SV=2,3.705434439,3.013412063,3.767355877,1.508641633,3.4964026,1.864053518,2.482731574,3.190448505,3.462289686,3.091925556,3.057908601,2.087383748,3.952748257,3.452267515,2.375005354,1.549193984,3.041155816,1.986835155,1.218870899,2.536036291,2.405802753,2.015461927,2.700021087,3.194074143,2.372170598,3.043048535,2.517143664,2.178281472,2.392384174,2.45463187,3.150079343,2.66704177,2.938786619,1.683325807,2.037378528,1.89169217,3.929603043,2.191816104,3.507528179,1.741876264,2.286934208,2.398898291,4.009025079,3.193981432,2.395575321,2.674160306,4.290455751,2.567372126,1.98883218,1.969092792,3.384464882,2.735216423,2.665610439,1.264839755,3.246951336,2.313006673,4.101455647,2.763746607,3.939634185,1.208605443,2.221959123,2.999469457,1.558318151,2.205615247,1.683809856,1.051962924,3.180744908,2.678214213,0.275628097,1.769184174,2.031753163,3.293158026,1.579523763,1.854551866,1.104748236,1.442208074,1.831453201,2.900186442,2.747579547,2.251824853,0.735192463,0.831610031,1.793103155,0.428078177,0.450516071,0.09002004,1.781318193,1.539495522,1.217685749,0.340752157,0.577371239,1.555906916,0.97483105,1.072895196
P02748,Complement component C9,C9,CO9_HUMAN Complement component C9 OS=Homo sapiens OX=9606 GN=C9 PE=1 SV=2,P02748|Complement component C9|C9_sp|P02748|CO9_HUMAN Complement component C9 OS=Homo sapiens OX=9606 GN=C9 PE=1 SV=2,2.166870987,1.878857699,2.53348833,0.384723075,1.51894041,0.201675258,-0.12330905,1.945565231,0.469243249,0.670944135,2.428459592,0.746528977,2.174870063,2.198036655,1.4289233,0.039520116,1.003381278,-0.737620682,-1.605080242,0.9917002,0.537266349,0.313369772,1.650351415,1.32441027,-0.540695254,1.598811954,0.257227389,0.894391912,0.474768622,1.255933647,2.142500193,0.0761489,1.170068147,1.06884799,0.754679708,0.31373002,1.583689246,-0.050213674,1.028536868,-0.008585173,1.305305482,1.509045936,2.277877033,-0.645678042,1.000962934,0.977694353,2.354267516,1.627597759,1.011936459,0.192072941,2.31692658,0.171543811,1.61383131,-1.514631605,1.039284975,1.004223071,2.697303537,-0.006533165,2.504945828,-0.023265823,1.631404383,1.769806653,0.919039806,1.759786199,0.820264577,0.090683199,1.96787365,1.96574159,-0.775345076,0.766294429,1.012753771,5.528876784,0.808680826,1.739102975,-0.736538501,-1.304583395,-0.936141201,1.039349745,-0.636473432,-0.252740512,-0.961943386,-1.130788981,-0.135888385,-0.26802606,-0.5789121,-0.871700138,0.026097279,0.244557754,-1.352098576,-2.144452039,-1.611608906,-0.814398339,-2.242689772,-0.353630922
