AccessionsID,ProteinAccessions,Qvalue,Genes,ProteinDescriptions,ProteinNames,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9,AP10,NC1,NC2,NC3
P02745,P02745,1.82E-07,C1QA,Complement C1q subcomponent subunit A,C1QA_HUMAN,1.954309039,1.97146196,2.084035454,2.376438296,-0.372348204,1.173212703,1.124530935,1.498976859,0.664070218,0.845433666,0.779314968,-0.034256019,0.712554991
P02746,P02746,0.004641144,C1QB,Complement C1q subcomponent subunit B,C1QB_HUMAN,2.474897848,1.260252288,1.230139716,2.154873244,1.239527007,2.582318715,2.458615537,2.745334948,2.117576364,2.37616216,2.307138774,1.530332596,2.043641316
P02747,P02747,2.98E-05,C1QC,Complement C1q subcomponent subunit C,C1QC_HUMAN,3.489280616,3.304728739,3.733398961,3.658520508,2.554913347,3.777263559,3.259326102,3.996522394,3.233483752,3.553459458,3.20791557,2.334968197,3.142532445
P02748,P02748,1.31E-09,C9,Complement component C9,CO9_HUMAN,2.686214402,1.8084311,2.774251203,3.002780283,2.675133588,2.574977911,0.779512847,2.190272739,0.789010856,0.669644682,1.257183992,-1.138739684,0.216343717
P02749,P02749,5.85E-07,APOH,Beta-2-glycoprotein 1,APOH_HUMAN,1.695819744,1.7713424,2.333709908,3.46028929,2.125899912,0.638334485,0.173121247,1.21866398,2.925963982,0.701480306,0.386275522,0.159129159,0.109804327
P02750,P02750,0.003823835,LRG1,Leucine-rich alpha-2-glycoprotein,A2GL_HUMAN,3.514926793,1.734240323,3.859389348,3.47487144,3.085788088,2.628205909,0,1.814384626,0.499451578,1.092100435,-0.042008371,-1.197584357,-1.099754902
P02751,P02751,1.86E-05,FN1,Fibronectin,FINC_HUMAN,1.274098075,2.707294017,1.671453861,1.678292194,-0.227834535,1.268117388,1.184941162,1.485462391,1.489009149,2.037878365,1.696028013,0.476112917,1.832294783
P02753,P02753,4.47E-08,RBP4,Retinol-binding protein 4,RET4_HUMAN,0.574851692,1.080287185,0.774777488,0.589776951,0.623021883,0.561022177,0.414977774,1.143436443,0.463150915,0.955558795,0.927842202,0.415181284,0.291494872
P02760,P02760,0.000967407,AMBP,Protein AMBP,AMBP_HUMAN,2.401479542,2.663262054,2.320134682,3.093879195,3.609457873,2.64676283,2.711533563,3.349817734,2.645440758,2.877547563,2.491778765,2.183497628,2.619841112
P02763,P02763,8.76E-11,ORM1,Alpha-1-acid glycoprotein 1,A1AG1_HUMAN,6.29040905,5.137859959,6.121255427,6.873415349,7.025948788,6.925469412,4.047632158,5.435100967,4.589365184,4.857888122,3.88415606,3.194649956,4.093219765
P02765,P02765,6.64E-05,AHSG,Alpha-2-HS-glycoprotein,FETUA_HUMAN,3.905159253,3.864991677,3.672706017,3.660113044,3.332554159,2.794972548,3.616082972,3.713366733,1.884615772,3.683298844,3.264732157,3.209622912,3.841893132
P02766,P02766,0.000578492,TTR,Transthyretin,TTHY_HUMAN,3.171248978,3.717960617,3.236300034,3.498700014,3.485399013,3.342515703,3.797100597,3.254171002,3.295282075,4.65193569,3.490867877,3.589951192,3.011614648
P02768,P02768,2.46E-10,ALB,Serum albumin,ALBU_HUMAN,9.847397334,10.0384063,10.03280636,10.37977737,10.03907428,9.899649843,9.458612845,9.865766284,9.896852562,10.28485373,9.702672775,9.511604074,9.477440303
P02771,P02771,8.76E-11,AFP,Alpha-fetoprotein,FETA_HUMAN,10.73605914,11.33947519,11.70019816,11.89166944,9.857846026,9.690809447,9.519864606,10.00617368,9.399790469,9.967022934,9.503779061,9.24468752,8.44130595
P02774,P02774,1.31E-09,GC,Vitamin D-binding protein,VTDB_HUMAN,3.57838649,4.082469427,3.632874727,4.006172667,3.466210727,3.433685054,2.98157443,3.911168451,3.122971317,3.728652621,3.223882624,2.918297441,3.381988252
P02775,P02775,0.000184152,PPBP,Platelet basic protein,CXCL7_HUMAN,0.485904307,1.897732369,-0.682534875,1.263068943,0.088175721,0.088863464,-3.271624216,-4.032315147,-2.797418064,-1.140830236,-2.677581216,-1.719192439,-2.745490365
P02776,P02776,0.002029535,PF4,Platelet factor 4,PLF4_HUMAN,-0.765995873,0.73850858,-1.400675823,-1.519580399,-0.796688864,0.093686484,-2.707694233,-1.646282822,-1.077812676,-0.674605779,-1.077070907,-2.757680425,-3.401711007
P02786,P02786,0.09034392,TFRC,Transferrin receptor protein 1,TFR1_HUMAN,-4.606101275,-5.653752408,-5.753999221,-5.931436007,-1.057784892,-1.501150778,-2.664028601,-3.360807676,-4.000479598,-3.07239971,-5.785889352,-3.086421711,-4.248962178
P02787,P02787,8.76E-11,TF,Serotransferrin,TRFE_HUMAN,6.961190492,7.603315586,7.507341276,7.188498703,7.318168718,6.207436155,7.238408715,7.388677513,6.928530047,7.627471565,7.300717271,6.786105189,7.248639575
P02788,P02788,0.021314643,LTF,Lactotransferrin,TRFL_HUMAN,2.583887219,4.995685625,2.333631696,3.31297892,4.635652154,5.236454323,5.770527314,5.814077057,3.761484436,4.610977297,5.838234316,5.349898308,5.840986431
P02790,P02790,1.32E-06,HPX,Hemopexin,HEMO_HUMAN,5.718780105,5.722511275,5.382071122,6.185196767,5.605180668,5.270296112,5.337006186,6.335513868,5.470749351,5.993106604,5.424678003,4.853349099,5.035885332
P02792,P02792,0.016554521,FTL,Ferritin light chain,FRIL_HUMAN,-3.227285353,-2.318133694,-2.208805482,-0.969182483,-3.396140625,-5.503845743,-3.157991975,-3.22536642,-1.913021157,-1.537231336,-1.691289354,-3.025706606,-2.36204037
P03951,P03951,0.000113527,F11,Coagulation factor XI,FA11_HUMAN,3.743196307,4.105419001,5.56653108,6.32607803,8.001190838,5.612623699,6.937711242,6.304296903,4.557038829,6.852597366,4.656491424,5.457164918,4.660154115
P03952,P03952,0.010890752,KLKB1,Plasma kallikrein,KLKB1_HUMAN,0.920636264,1.32623516,0.744300305,1.03364925,-0.429970483,-0.078055788,0.096302226,0.524102496,0.138331372,1.696894787,-0.107412852,0.146462246,-0.056348466
P04003,P04003,6.78E-07,C4BPA,C4b-binding protein alpha chain,C4BPA_HUMAN,3.480882241,3.437853703,3.641407285,4.556697027,2.985693318,3.073935528,1.808179026,3.338147345,2.014600666,3.283797525,2.084159733,1.350743791,2.114343775
P04004,P04004,0.002450072,VTN,Vitronectin,VTNC_HUMAN,3.960615982,3.914942124,3.691401176,4.115224693,5.301875635,4.675984839,3.916360334,4.300776156,4.560580427,4.662562927,4.543055459,3.869295188,3.939126621
P04040,P04040,0.000486604,CAT,Catalase,CATA_HUMAN,-2.923098236,-3.082336359,-3.600372667,-1.881760591,-2.254458552,-1.572876193,-3.271072794,-2.157965159,-3.964930081,-1.88088547,-5.433869776,-8.190551249,-7.479253779
P04066,P04066,0.05612321,FUCA1,Tissue alpha-L-fucosidase,FUCO_HUMAN,-5.000083795,-5.972587357,-6.046049425,-4.069632789,-4.742524109,-3.862951581,-0.535401168,-2.015226782,1.625017197,-1.085241744,-4.00051708,-0.768160017,1.371815838
P04070,P04070,0.018907221,PROC,Vitamin K-dependent protein C,PROC_HUMAN,-3.032491996,-2.116044162,-3.306570503,-2.641131959,-4.429786744,-4.351360889,-4.413060379,-4.108562194,-5.204425208,-2.974038742,-4.386728727,-4.46031136,-2.591669542
P04075,P04075,0.013994631,ALDOA,Fructose-bisphosphate aldolase A,ALDOA_HUMAN,-4.584875286,-8.208339243,-5.567005507,-4.850973254,-4.986275705,-6.457109814,-4.897937781,-4.820932554,-5.027717517,-3.710040847,-7.184602937,-4.775725049,-3.468257577
P04083,P04083,0.086986287,ANXA1,Annexin A1,ANXA1_HUMAN,1.46430217,-0.889349343,0.068344021,-4.280188541,-4.020255091,0.093686484,-1.133016218,-0.016594916,-0.193455881,-1.056920908,-0.027062556,-0.112703484,1.95952156
P04085,P04085,0.149354588,PDGFA,Platelet-derived growth factor subunit A,PDGFA_HUMAN,-1.558589432,-0.659810803,-0.596938737,1.295785498,-1.914941599,-2.380887597,-3.804580149,0.040303825,-2.212053701,-2.962181222,-2.629687246,-3.166684128,-3.254763031
P04114,P04114,9.98E-09,APOB,Apolipoprotein B-100,APOB_HUMAN,3.425118318,3.354487609,3.099244778,3.49143255,3.95715595,3.996950369,3.00217035,2.699595692,2.96915475,3.585423888,2.788981077,2.283055483,2.910477464
P04179,P04179,0.181168468,SOD2,"Superoxide dismutase [Mn], mitochondrial",SODM_HUMAN,-0.876211748,0.683419429,1.195627296,-3.979670594,-3.108304496,-0.642923525,-4.798334076,-3.335399861,-5.734764368,-6.027183927,0.279109167,-3.864503958,-1.868105252
P04180,P04180,0.000125812,LCAT,Phosphatidylcholine-sterol acyltransferase,LCAT_HUMAN,0.15001343,0.447900122,-0.111224716,0.19597498,0.000682605,-0.845853494,-0.37502043,0.473886369,-0.193455881,0.500576245,-0.989507719,-0.579005898,0.141216396
P04196,P04196,2.54E-08,HRG,Histidine-rich glycoprotein,HRG_HUMAN,0.914220759,0.158767058,0.573792366,0.818716589,-0.05690062,-0.03791982,-1.165764912,0.684261368,-0.727535199,0.195689663,0.084368019,-0.786423383,-0.179206691
P04217,P04217,0.003301736,A1BG,Alpha-1B-glycoprotein,A1BG_HUMAN,3.529622835,3.116455648,3.322908383,3.860044218,1.901674035,2.393973527,1.859017681,2.878467412,2.323505137,2.410031924,1.274345788,1.320505904,1.806892796
P04264,P04264,1.02E-06,KRT1,"Keratin, type II cytoskeletal 1",K2C1_HUMAN,-0.931472993,-1.796257865,0.7810868,0.967364788,-0.46607469,0.809726256,-0.227812487,0.461781829,4.193874476,0.973568362,-0.019936449,0.102233244,-0.365446924
P04275,P04275,0.002434278,VWF,von Willebrand factor,VWF_HUMAN,-2.512342394,-2.18285657,-2.493745027,-1.693210827,-3.69595628,-0.246628907,-2.994804431,-3.25274322,-2.733626806,-4.606734042,-0.066430616,-1.358525065,-0.336427228
P04278,P04278,0.002450072,SHBG,Sex hormone-binding globulin,SHBG_HUMAN,0.198658682,-2.46699502,0.708711701,-0.577221738,-1.875486073,-1.115229491,-0.567251786,0.622428861,-0.557557249,-0.05471655,-1.435665126,-0.112703484,0.130558317
P04406,P04406,0.010438244,GAPDH,Glyceraldehyde-3-phosphate dehydrogenase,G3P_HUMAN,-4.957539729,-1.071924837,-3.373706559,-0.678560462,-1.659961129,-1.175292787,0.722668887,-1.308700559,-0.922151578,1.216180101,-8.175438644,-2.93205739,-3.487305686
P04424,P04424,0.036977556,ASL,Argininosuccinate lyase,ARLY_HUMAN,-7.269184511,-4.974344681,-5.157560976,-7.089868042,-2.966252672,-5.241503723,-6.771281544,-3.293842996,-9.481287717,-8.133635495,-6.800135557,-7.972581201,-6.307726364
P04430,P04430,0.011795666,IGKV1-16,Immunoglobulin kappa variable 1-16,KV116_HUMAN,0.021600369,1.255123446,0.516255589,0.636125958,0.348724713,1.3860306,0.221679051,0.726146244,0.981250825,1.465094235,1.277573959,0.081827731,1.95952156
P04439,P04439,0.013987888,HLA-A,"HLA class I histocompatibility antigen, A alpha chain",HLAA_HUMAN,-1.576533432,-1.60806504,-1.479050313,-1.647769135,-1.157919129,0,-1.815780601,-1.450102353,-2.210980875,-1.140830236,-1.252102387,-2.757680425,-3.216071427
P04745,P04745;P19961,0.011895371,AMY1A;AMY2B,Alpha-amylase 1;Alpha-amylase 2B,AMY1_HUMAN;AMY2B_HUMAN,-1.386472535,-0.586348993,-0.880346741,-2.420285437,-3.373749102,-3.593337303,-1.717912837,-0.241501638,-2.46166515,-2.243692425,-1.077070907,-3.471707947,-2.169918232
P04746,P04746,0.117598272,AMY2A,Pancreatic alpha-amylase,AMYP_HUMAN,-1.305966963,-1.355608023,-0.794365589,-2.965684819,-2.369587004,-1.443244522,-4.743715934,-1.218823217,-1.913021157,-3.07239971,-1.435665126,-1.52651116,-0.886716879
P05062,P05062,1.58E-05,ALDOB,Fructose-bisphosphate aldolase B,ALDOB_HUMAN,0.378218706,-1.60806504,-2.302617493,-0.326277981,-0.322996677,-2.838993235,0.784886378,2.50387645,-1.160063184,1.305992337,-0.817327086,-2.488619194,-1.228860015
P05067,P05067,0.15991515,APP,Amyloid-beta precursor protein,A4_HUMAN,-4.353675332,-9.195988782,-4.958158768,-5.440355158,-5.616762999,-6.265110054,-6.360832096,-3.05437003,-4.991613829,-5.259577911,-4.935853922,-7.211621565,-7.451356739
P05090,P05090,8.76E-11,APOD,Apolipoprotein D,APOD_HUMAN,2.924339443,3.411863208,2.829448953,3.181940807,3.183562959,3.026139773,2.492314586,2.657820337,2.709347145,2.587890759,2.347165376,1.775757744,2.372383822
P05109,P05109,0.012437096,S100A8,Protein S100-A8,S10A8_HUMAN,1.650829492,-3.211759048,0.403779055,2.409292547,4.88560597,5.068740968,3.090759127,1.247595827,0.85875974,5.080541655,-0.817327086,1.194646395,1.832294783
P05141,P05141;P12235;P12236,0.169239233,SLC25A5;SLC25A4;SLC25A6,ADP/ATP translocase 2;ADP/ATP translocase 1;ADP/ATP translocase 3,ADT2_HUMAN;ADT1_HUMAN;ADT3_HUMAN,-0.079946423,2.418269948,-3.128531808,-0.886616007,-1.290399326,0.113555883,-2.401468641,-1.218823217,-3.774685403,-0.736330953,-1.947215909,-2.113568063,-2.970006669
P05154,P05154,0.011307654,SERPINA5,Plasma serine protease inhibitor,IPSP_HUMAN,-2.298590022,-1.268213888,-1.536702163,-3.594600777,-4.150217685,-1.572876193,-1.108553694,-0.714137435,-1.490824104,-0.890070159,-1.445166083,-1.424371631,-1.33281888
P05155,P05155,0.001473405,SERPING1,Plasma protease C1 inhibitor,IC1_HUMAN,4.556399189,4.111933255,4.279441606,4.854111089,4.029139632,4.080792695,2.927477521,3.991058176,3.456058527,3.803986586,2.894373337,2.642688784,2.961086654
P05156,P05156,0.009839333,CFI,Complement factor I,CFAI_HUMAN,0.871219169,0.683419429,0.4047717,1.240452512,1.431202127,0.646988144,1.376614185,0.94101193,1.448917215,0.871697977,0.318623346,0.99676638,0.015313717
P05160,P05160,0.000535829,F13B,Coagulation factor XIII B chain,F13B_HUMAN,-1.402092422,-2.259078665,-1.791711878,-2.099342179,-2.950456111,-3.945623213,-1.255430355,-1.20543319,-1.352910716,-0.667756354,-1.252102387,-2.93205739,-1.21259121
P05362,P05362,0.069890158,ICAM1,Intercellular adhesion molecule 1,ICAM1_HUMAN,3.508936409,-2.397379821,1.278390248,-5.225166312,-5.11017555,-1.443244522,-1.036212375,1.376707881,3.92323175,-5.46940501,1.693329249,0.888498699,2.038150859
P05387,P05387,0.182222607,RPLP2,60S acidic ribosomal protein P2,RLA2_HUMAN,-5.985285006,-5.687576104,-5.016049214,-3.478467786,-2.28113009,-5.702157404,-5.421436719,-4.841154231,-5.961098949,-6.288250083,-5.433869776,-5.170582585,-4.884227025
P05451,P05451,0.003173341,REG1A,Lithostathine-1-alpha,REG1A_HUMAN,-6.024372815,-1.863615662,-2.670864741,-0.969182483,-1.393558778,-1.894370983,-4.897937781,-5.593868756,-2.162613541,-2.428455826,-3.846403778,-3.36266537,-2.411625419
P05452,P05452,1.59E-05,CLEC3B,Tetranectin,TETN_HUMAN,0.070117382,1.167784008,-0.169036881,0.87445901,-0.372348204,0.743644133,-0.122249703,0.212339894,-0.480581445,1.305992337,-0.045740751,-0.380624459,0.352137702
P05543,P05543,0.001951841,SERPINA7,Thyroxine-binding globulin,THBG_HUMAN,0.552612204,0.512296191,0.305966873,-0.346113031,-0.632434177,-1.014186899,0.3116702,0.492217461,-0.620716837,0.359278109,-0.270180316,-1.195024369,-0.713695174
P05546,P05546,1.83E-06,SERPIND1,Heparin cofactor 2,HEP2_HUMAN,1.883386989,1.965756496,1.331467393,2.448448923,-0.082969904,0.426202998,0.066592917,0.264642398,0.023129633,0.805229898,-1.099284464,-0.385142886,-0.514245313
P05556,P05556,0.19247175,ITGB1,Integrin beta-1,ITB1_HUMAN,-5.367370392,-6.760959258,-5.422404726,-5.248925109,-3.231220934,-3.616000672,-0.987390742,-4.27207366,-3.783021242,-4.253212584,-4.731302675,-1.677106515,-0.636170814
P06241,P06241;P07947;P07948;P08631;P12931,0.180464506,FYN;YES1;LYN;HCK;SRC,Tyrosine-protein kinase Fyn;Tyrosine-protein kinase Yes;Tyrosine-protein kinase Lyn;Tyrosine-protein kinase HCK;Proto-oncogene tyrosine-protein kinase Src,FYN_HUMAN;YES_HUMAN;LYN_HUMAN;HCK_HUMAN;SRC_HUMAN,-6.340565481,-6.706920831,-9.592846192,-5.103286002,-4.052957781,-4.64596907,-7.247150623,-6.519748406,-9.481287717,-5.595903588,-6.135266857,-8.534204446,-7.023684008
P06276,P06276,0.027057749,BCHE,Cholinesterase,CHLE_HUMAN,-1.288015942,-3.833482362,-1.367153539,-0.836184065,-4.260863484,-2.978586753,-2.596626256,-3.319897737,-3.783021242,-2.912940986,-3.783872294,-3.166684128,-1.868105252
P06312,P06312,2.02E-05,IGKV4-1,Immunoglobulin kappa variable 4-1,KV401_HUMAN,0.725495683,0.969507398,0.40421967,0.496619027,-0.315926261,0.497007943,1.150812757,1.634576507,0.735363211,1.592743562,1.111187624,0.331203303,1.084613573
P06331,P06331,0.002476015,IGHV4-34,Immunoglobulin heavy variable 4-34,HV434_HUMAN,3.137033518,2.709058787,2.906575415,3.406311178,4.17746535,3.401650115,3.632334817,4.580962127,4.202143,2.950917851,4.238605358,2.676171968,4.157580161
P06396,P06396,0.000344565,GSN,Gelsolin,GELS_HUMAN,1.601375718,1.821918612,1.555866172,1.438830958,-0.156179268,0.082495432,0.609075317,0.443155454,0.418497715,1.205603873,0.387174876,0.294077776,0.927154454
P06681,P06681,2.46E-10,C2,Complement C2,CO2_HUMAN,2.144888398,2.101313365,1.233879477,1.517204476,0.23250442,1.900148795,-1.149445508,1.690827912,1.540454912,0.827510304,-1.437669442,0.398773027,0.289656268
P06702,P06702,0.002718609,S100A9,Protein S100-A9,S10A9_HUMAN,-0.136492546,-0.907996946,-1.459301982,1.824040043,3.901640179,3.820646718,1.701888209,0.443135325,0.429504188,4.06287168,-1.077070907,-1.443539953,-1.631583664
P06703,P06703,0.028603473,S100A6,Protein S100-A6,S10A6_HUMAN,-2.024196928,-1.551542304,-1.388078735,0.806564347,-0.05690062,-2.838993235,-0.696187288,-0.27810647,-0.794037257,-0.175283552,-6.175980685,-3.166684128,-2.12740349
P06727,P06727,1.18E-06,APOA4,Apolipoprotein A-IV,APOA4_HUMAN,-0.032535197,1.426688362,1.974178047,1.067178576,0.189112437,-0.900747613,-0.34107802,-0.758192215,0.056529404,0.44181188,-0.102904021,-0.015884153,0.653467644
P06733,P06733,0.033685074,ENO1,Alpha-enolase,ENOA_HUMAN,-6.024372815,-1.863615662,-5.23818205,-1.379119252,-1.225610608,-2.480655088,-0.715033272,-1.745345391,-5.734764368,0.611171888,-2.245968516,-3.166684128,-5.126748023
P06744,P06744,0.089028873,GPI,Glucose-6-phosphate isomerase,G6PI_HUMAN,-3.70459617,-7.050771293,0.344932558,-4.132048568,-4.986275705,-3.904654607,-7.68049629,-5.593868756,-2.434061229,-2.726077734,-8.469011055,-1.594241664,-1.342574542
P06753,P06753,0.178923891,TPM3,Tropomyosin alpha-3 chain,TPM3_HUMAN,-5.985285006,-3.530955467,-3.046349408,-3.831771291,-4.742524109,-6.457109814,-6.021526777,-9.077544055,-4.991613829,-4.548368061,-4.713613163,-4.46031136,-2.228030299
P07093,P07093,0.13594675,SERPINE2,Glia-derived nexin,GDN_HUMAN,-2.114191764,-1.074707268,-0.794365589,-0.886616007,-2.408936994,-2.380887597,-3.413252498,0.807655775,0.276387769,0.658269362,0.18732415,-3.277920667,-0.815775113
P07108,P07108,0.115578725,DBI,Acyl-CoA-binding protein,ACBP_HUMAN,-5.000083795,-4.492406597,-3.081532372,-4.034981867,-5.02218403,-5.041922117,-5.877228614,-8.608147827,-5.961098949,-5.741636278,-4.935853922,-6.158294048,-8.162116353
P07195,P07195,0.027529816,LDHB,L-lactate dehydrogenase B chain,LDHB_HUMAN,-4.353675332,-4.455160244,-4.101196441,-4.00997663,-2.966252672,-4.253288137,-6.021526777,-5.536742507,-5.988955008,-6.19853069,-6.358213419,-10.33954419,-4.295274643
P07225,P07225,3.37E-06,PROS1,Vitamin K-dependent protein S,PROS_HUMAN,0.693928456,0.090163203,-0.160191141,0.419461573,-0.030202226,0.278547869,-1.036212375,0.218453704,-0.394716793,0.184864624,-0.68642097,-1.043995594,-0.255930245
P07237,P07237,0.005811511,P4HB,Protein disulfide-isomerase,PDIA1_HUMAN,-2.115239207,-2.735413609,-1.834696138,1.996179438,-3.24874272,-5.503845743,-4.445508647,-4.011978655,-0.173706467,-2.962181222,-4.713613163,-3.864503958,-1.445759695
P07327,P07327,0.117536172,ADH1A,Alcohol dehydrogenase 1A,ADH1A_HUMAN,-2.520793817,-5.629771772,-3.029442616,-4.46173814,-4.656293358,-0.270390735,-2.642479961,0.713959135,-0.663599176,-1.877949579,-5.211562756,-3.810842661,-3.87359356
P07339,P07339,0.046544767,CTSD,Cathepsin D,CATD_HUMAN,-3.326952942,-4.147974602,-2.138634601,-2.443767745,-2.147459343,-2.380887597,-1.255430355,-2.458781926,-1.469699527,-2.962181222,-1.699442828,-3.466689697,-0.590069225
P07357,P07357,4.70E-05,C8A,Complement component C8 alpha chain,CO8A_HUMAN,2.34555159,1.667065613,2.692743627,3.195153241,2.90858133,2.823501511,2.294745542,2.754565912,2.200786318,1.744797056,1.996790261,1.927746102,2.331268875
P07358,P07358,1.85E-06,C8B,Complement component C8 beta chain,CO8B_HUMAN,-0.843246724,-1.138373237,-0.444635019,-0.06230108,0.014730217,-0.157117235,-2.269502628,-0.455470333,-1.205658096,-0.606817454,-1.915850682,-1.605150523,-0.815775113
P07359,P07359,0.034659425,GP1BA,Platelet glycoprotein Ib alpha chain,GP1BA_HUMAN,-1.652353966,-2.310171348,-1.711829435,-1.736532257,-7.969378758,-4.64596907,-2.617654915,-1.38442608,-4.385478529,-2.974038742,-4.713613163,-3.666310469,-3.899032692
P07360,P07360,0.008114656,C8G,Complement component C8 gamma chain,CO8G_HUMAN,0.490188074,0.235166373,0.611068415,1.07639642,0.460453812,0.905108986,-0.000955335,0.561710351,-0.074563596,0.38396011,-0.496463247,-0.588130429,0.010986114
P07451,P07451,0.203593693,CA3,Carbonic anhydrase 3,CAH3_HUMAN,1.183543576,-0.07694404,-1.444640641,0.857449559,0.839687896,1.589194288,0.066592917,0.269590393,-0.173706467,-1.421599474,-6.175980685,-4.890026401,-7.108624405
P07477,P07477,0.023184675,PRSS1,Trypsin-1,TRY1_HUMAN,1.535952244,1.632041691,0.98263979,0.857449559,0.830270677,1.168797923,0.771898724,1.476130634,0.858183354,1.650712227,1.179323856,1.433525411,1.085083408
P07602,P07602,0.116208928,PSAP,Prosaposin,SAP_HUMAN,-6.340565481,-4.691982889,-7.410369386,-2.789879799,-1.998034664,-6.297026753,-6.580027926,-9.077544055,-6.374871634,-5.496764507,-4.935853922,-8.534204446,-8.654641573
P07686,P07686,0.09034392,HEXB,Beta-hexosaminidase subunit beta,HEXB_HUMAN,0.11348684,2.756992463,-0.169036881,-1.12871607,-2.229648754,-5.739984376,-4.897937781,-3.552575408,-6.079776982,-2.91515497,-0.959786199,-4.458556852,-3.132012115
P07737,P07737,0.003308076,PFN1,Profilin-1,PROF1_HUMAN,-3.012499925,-2.240051044,-0.377411997,-0.390176848,-2.542596881,-4.970748737,0.923112178,-2.619345136,0.858183354,1.62427133,-1.635363636,1.379580042,1.219393666
P07738,P07738,0.044521862,BPGM,Bisphosphoglycerate mutase,PMGE_HUMAN,-2.36365351,-0.631459096,-5.422404726,-4.46102709,-1.875486073,-2.142504399,-2.353035617,-3.545555655,-4.516852157,-0.356374071,-8.175438644,-3.251490273,-4.397042615
P07900,P07900,0.139797447,HSP90AA1,Heat shock protein HSP 90-alpha,HS90A_HUMAN,-5.106686651,0.275067423,-2.120349752,-1.586994194,-3.24874272,-4.942081783,-2.385437127,-3.802824821,-3.066227371,-0.337371413,-6.366081848,-3.169450267,-1.797350571
P07951,P07951;P09493,0.164150343,TPM2;TPM1,Tropomyosin beta chain;Tropomyosin alpha-1 chain,TPM2_HUMAN;TPM1_HUMAN,1.481955866,3.238452325,1.822736464,0.936986853,0,0.372683731,-6.003706306,-1.619103427,-4.5303176,-2.259520536,0.935785775,-3.066072223,-2.2306681
P07988,P07988,0.110108888,SFTPB,Pulmonary surfactant-associated protein B,PSPB_HUMAN,-2.520793817,-3.458018192,-2.120349752,-7.155464097,-5.115573509,-5.074331289,-4.228319613,-4.163386271,-4.5303176,-4.239904401,-2.29403297,-2.498920168,-1.429714672
P07996,P07996,0.00103901,THBS1,Thrombospondin-1,TSP1_HUMAN,-1.466193638,-0.262102344,-2.710937115,-1.539508005,-1.222292985,-0.942138568,-3.072955396,-0.241501638,-4.883139408,-1.404147912,-6.553504034,-3.320636381,-2.228030299
P08185,P08185,0.002738698,SERPINA6,Corticosteroid-binding globulin,CBG_HUMAN,2.051285756,2.275934792,1.675809971,2.007814075,2.158158288,2.271499959,1.629287297,2.451871536,1.729445105,1.881981181,1.479213355,1.329479804,1.584292178
P08236,P08236,0.18941457,GUSB,Beta-glucuronidase,BGLR_HUMAN,-3.970653706,-3.548460571,-6.372524378,-4.720503263,-4.052957781,-0.668982662,-1.255430355,-3.903840842,-2.750453005,-3.28792829,-6.24988576,-4.890026401,-3.911726965
P08246,P08246,0.148380179,ELANE,Neutrophil elastase,ELNE_HUMAN,-4.447302184,-1.138373237,-1.536702163,-1.356953581,-0.007544613,-4.970748737,-7.247150623,-5.865847553,-7.004670789,-1.877949579,-1.678723454,-3.086421711,-1.22704121
P08253,P08253,0.173981788,MMP2,72 kDa type IV collagenase,MMP2_HUMAN,-4.268531724,-4.329105983,-4.152269338,-4.969381523,-3.825083246,-6.175496562,-6.771281544,-5.593868756,-5.425602744,-5.259577911,-2.326749862,-5.170582585,-5.467319936
P08254,P08254;P09238,0.039087037,MMP3;MMP10,Stromelysin-1;Stromelysin-2,MMP3_HUMAN;MMP10_HUMAN,-2.783903993,-3.732475841,-0.501727236,-2.696898808,-1.225610608,-1.478633472,-1.205987179,-0.089661155,-0.971326228,-0.178822471,-3.192327793,-0.761163581,0.033514919
P08294,P08294,0.028603473,SOD3,Extracellular superoxide dismutase [Cu-Zn],SODE_HUMAN,-2.520793817,-2.969618038,-3.029442616,-1.704026746,-3.423813929,-4.114148222,-4.263466818,-4.975901799,-7.004670789,-3.560495937,-6.788910366,-6.342176119,-5.92036451
P08311,P08311,0.149682683,CTSG,Cathepsin G,CATG_HUMAN,-3.970653706,-1.332048157,-1.88306803,-1.981525053,-5.829721316,-2.684782924,-6.039118017,-7.468835003,-4.883139408,-6.450293392,-3.783872294,-4.775725049,-7.108624405
P08319,P08319,0.012810015,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,ADH4_HUMAN,-1.087079426,-2.917175418,-5.147497194,-1.981525053,-3.432650813,-1.878231805,-1.977715413,-1.294636671,-3.198464711,-0.356374071,-2.515564132,-2.757680425,-2.575681851
P08493,P08493,0.069926035,MGP,Matrix Gla protein,MGP_HUMAN,3.352873393,2.276564016,2.626455481,2.920174898,2.277072741,2.49732237,1.645496869,2.8497899,0.735363211,2.941731883,-0.268635407,1.686023551,1.836575727
P08519,P08519,0.000344565,LPA,Apolipoprotein(a),APOA_HUMAN,0.811543436,0.850217158,2.869313249,1.978617557,0.119519603,-1.089154935,0.269513165,1.230523525,1.102006115,0.643238912,0.975730437,0.575262407,0.034757797
P08571,P08571,0.004480666,CD14,Monocyte differentiation antigen CD14,CD14_HUMAN,-1.260367316,-2.546382143,-1.906353071,-1.593721226,-2.924292602,-1.942484219,-2.905030696,-1.343018983,-2.486523692,-2.1687756,-4.776531859,-3.810842661,-2.801611277
